"name","unp","instrument_uuid","ticker","share_kind"
"ОАО ""ЦентроСтройОфис""","191303207","602bba56","T2772-S0001","common"
"ОАО ""ЦЕНТРОЭНЕРГОМОНТАЖ""","100092167","01bd3dd7","T0695-S0003","common"
"ОАО ""Центр стоматологии""","700451319","fe8b9b2e","T6371-S0001","common"
"ОАО ""ЦУМ МИНСК""","100346874","4d7fc6fc","T0765-S0003","common"
"ОАО ""Чайка"" г. Гродно","500048013","97dca3b0","T1536-S0001","common"
"ОАО ""Чаусский ЖБИ""","700025240","37fae35d","T1848-S0001","common"
"ОАО ""Чашникиспецодежда""","300015733","58c4d416","T1112-S0001","common"
"ОАО ""Челющевичи""","400031554","2281b5cc","T9632-S0001","common"
"ОАО ""Черейщина""","300039150","26d9d9f9","T3236-S0001","common"
"ОАО ""Черлёна""","500126066","5f85542f","T1574-S0003","common"
"ОАО ""Чернавчицкий завод ЖБИ""","200034706","6f9e9201","T0901-S0001","common"
"ОАО ""Чернавчицы""","200034974","048e1561","T5915-S0001","common"
"ОАО ""Черневичи""","300020521","c3196875","T3384-S0001","common"
"ОАО ""ЧерневкаАгро""","700085956","2e9ea640","T5721-S0001","common"
"ОАО ""ЧТЗ-сервис""","600022577","e97f1aed","T1658-S0001","common"
"ОАО ""Чурлёны""","600011035","2a310c14","T3524-S0001","common"
"ОАО ""Шайтерово""","300061594","f5991681","T3327-S0001","common"
"ОАО ""Шарковщинский агротехсервис""","300032965","66f553b5","T1139-S0006","common"
"ОАО ""Шашки""","600022429","099f923b","T3619-S0001","common"
"ОАО ""Швейная фирма ""Юнона""","600183184","e4dc3dbc","T2365-S0003","common"
"ОАО ""Шершуны-Агро""","690654548","aba800e9","T3001-S0001","common"
"ОАО ""Шкловский маслодельный завод""","700026660","9067dd48","T1850-S0001","common"
"ОАО ""Школьник"" г.Пинск","200297549","8b7c387c","T1064-S0001","common"
"ОАО ""Щедринское""","400013313","a6fb9652","T4748-S0001","common"
"ОАО ""Щомыслица""","600041916","fbe6e841","T4168-S0001","common"
"ОАО ""Щучинагропродукт""","500000028","8b6e97fe","T4712-S0001","common"
"ОАО ""Щучинагрохимсервис""","500031747","6a745d87","T1493-S0001","common"
"ОАО ""Щучинский завод ""Автопровод""","500017371","0ca2f00a","T1463-S0001","common"
"ОАО ""Экзон""","200433278","823d6ab5","T3153-S0001","common"
"ОАО ""Эковер ПРО""","790368703","03f72858","T1989-S0001","common"
"ОАО ""Экологическая сельскохозяйственная компания Ганьсу-Бел""","690298393","35f9bded","T1795-S0003","common"
"ОАО ""Экомол""","300073213","0e300c07","T1192-S0003","common"
"ОАО ""Экран""","700164196","f1cb4c7b","T2381-S0001","common"
"ОАО ""Экспериментальная база""Вольно""","200047179","80f472e5","T4780-S0001","common"
"ОАО ""Экспериментальная база ""Глуск""","700099596","d614d3a9","T4880-S0001","common"
"ОАО ""ЭКТБ""","100071261","5e71ca14","T0679-S0001","common"
"ОАО ""Элегант""","400078331","d72a70f5","T1369-S0001","common"
"ОАО ""Элегант""","600039318","7976464a","T1688-S0001","common"
"ОАО ""ЭЛЕКТРОМОДУЛЬ""","600066462","8d68b3ea","T1707-S0005","common"
"ОАО ""ЭлектроТехРемонт""","700010275","faba2c08","T1817-S0001","common"
"ОАО ""ЭЛЕКТРОЦЕНТРМОНТАЖ""","190006177","c8377e35","T0817-S0003","common"
"ОАО ""ЭЛЕКТРУМ""","100118403","d6c82a84","T0709-S0001","common"
"ОАО ""ЭЛЕМА""","100074549","739b3658","ELEMA-S0002","common"
"ОАО ""ЭЛЕМА""","100074549","a6387023","ELEMA-S0003P","preferred"
"ОАО ""Элсан""","300049790","e45d2781","T1159-S0001","common"
"ОАО ""Энергия Агро""","693271491","8791575f","T7667-S0001","common"
"ОАО ""Энергоэффект""","100196007","5d847eb4","T0733-S0001","common"
"ОАО ""ЭнКоСтрой""","191303197","df9a1fd1","T2773-S0001","common"
"ОАО ""ЭнРиКоБ""","200002246","ed7cb481","T0845-S0001","common"
"ОАО ""ЭНЭФ""","600073968","76e720e1","T1715-S0001","common"
"ОАО ""ЭРКОН""","100191592","28220661","T0358-S0001","common"
"ОАО ""Якубово-Агро""","300067523","de8ba478","T3525-S0001","common"
"ОАО ""Якубово-Агро""","300067523","5e7ad514","T3525-S0002P","preferred"
"ОАО ""Яновица-агро""","300077313","2fe2c4c1","T3235-S0001","common"
"ОАО ""Ярево-агро""","300077206","1fe49358","T3213-S0001","common"
"ОАО ""Ясень"" г.Гродно","500110597","23851f54","T1570-S0001","common"
"Облагропромэнерго ЗАО","500055335","6d6eb839","T4131-S0001","common"
"ООО ""Дата Хаб""","192845638","ea4e7e62","-S0001","common"
"ООО ""НЭИТ БиУай""","100928332","428b904f","T5808-S0001","common"
"ООО ""СэндГревэл""","192041177","3f06c18e","T5390-S0001","common"
"Ошмяны-лён ОАО","500117073","cdaf00e9","T1571-S0001","common"
"ПКЗАО ""БЕЛУАЗАВТОСЕРВИС""","100652014","4e1977d0","T5716-S0001","common"
"""ПМК-89 Водстрой""","790167137","0380b50d","T1978-S0001","common"
"ПолиКонсалт ОАО","600493509","ba8de0e5","T1789-S0001","common"
"ППТИ Агрострой ОАО","100056231","8c05feed","T0664-S0001","common"
"ПРИНКОМ ЗАО","100146633","8207cabb","T5628-S0001","common"
"""Приорбанк"" ОАО","100220190","20732b4c","T0146-S0009P","preferred"
"""Приорбанк"" ОАО","100220190","a97f1fed","T0146-S0012","common"
"ПРОМИНЖИНИРИНГ ЗАО","190318017","6019c1ef","T5816-S0001","common"
"Промсервис-АгроИнвест ИЗАО","191101216","4d94645a","T2831-S0001","common"
"ПС ЗАО ""ТРЕСТ ПРОМСТРОЙ""","100011299","91111591","T2479-S0001","common"
"ПТЗАО ""ИНТЕПРОМ""","100125909","2ba2b8d4","T5854-S0003","common"
"Публичное акционерное общество ""Сбербанк России""","7707083893","f82f312b","T9260-S0003E","common"
"Пугачи ОАО","600019618","8fbb7558","T3468-S0001","common"
"Пущанское","200027359","c3001cce","T0894-S0001","common"
"Рациональный дом ОАО","190055195","31f4655d","T0820-S0001","common"
"Рефлектор","191296406","6308cb0f","T2646-S0001","common"
"Родовест ЗАО","191104838","b9161db9","T3146-S0001","common"
"СБА ЗАСО ""Купала""","500048039","80f750ff","T3069-S0004","common"
"Светлогорскпромстрой ОАО","490564355","2bb7954c","T3921-S0001","common"
"СДСК ОАО","400024628","f3e6e0bc","T1289-S0003","common"
"СЗАО ""Агрокомбинат ""Колос""","190464733","4ee58444","T4470-S0001","common"
"СЗАО ""Агролинк""","790260260","e060b35a","T6351-S0001","common"
"СЗАО ""Аркпоинт""","101205288","b60cd8e0","T4245-S0001","common"
"СЗАО ""АСБИС""","100079992","f0d09b08","T4628-S0001","common"
"СЗАО ""Асфальтобетонный завод""","191115757","9551d8ed","T3634-S0001","common"
"СЗАО ""Безопасные дороги Беларуси""","191694101","c5efa14a","T4024-S0001","common"
"СЗАО ""БЕЛВИНГС-М""","800017156","d62e2ece","T4887-S0001","common"
"СЗАО ""БЕЛДЖИ""","690655942","7ed7b9a7","T4064-S0001","common"
"СЗАО ""БЕЛИНТЕРФИНАНС""","100349289","fd19966d","T3277-S0001","common"
"СЗАО ""БЕЛКАРГО""","100344404","ee364017","T3584-S0001","common"
"СЗАО ""Белмедматериалы""","800017554","db3e59ff","T3947-S0005","common"
"СЗАО ""БелМетКомпозит""","191691858","0a948dc5","T3996-S0001","common"
"СЗАО ""БЕЛРУСИНВЕСТ""","190951040","86db39c9","T4500-S0001","common"
"СЗАО ""Белтелекабель""","400424686","c474d00d","T5501-S0003","common"
"СЗАО ""БЕЛТРАНСЭКСПЕДИЦИЯ""","100951254","792071fd","T5560-S0001","common"
"СЗАО ""БЕЛФАРМ""","100348096","029d0d88","T4128-S0002","common"
"СЗАО ""БЕЛФАРМ""","100348096","2edfc3f6","T4128-S0003P","preferred"
"СЗАО ""БелФрост""","100779309","06d66045","T6188-S0001","common"
"СЗАО ""Бобруйский завод рапсового масла""","790384303","63f0b471","T4201-S0001","common"
"СЗАО ""БукингБай""","191306341","eddace9e","T2966-S0001","common"
"СЗАО ""ВЕТСЕРВИС-ПЛЮС""","190616049","0b0558c8","T5242-S0001","common"
"СЗАО ""Витебский машиностроительный завод ""Новмаш""","811000834","cc64c7be","T5492-S0001","common"
"СЗАО ""Горы""","700246757","70fa1c9d","T3596-S0001","common"
"СЗАО ""Евротарэкс""","800002231","f98d682f","T6365-S0003","common"
"СЗАО ""Завод сантэкс""","800017817","6389e69f","T6193-S0004","common"
"СЗАО ""Завод спецавтомобилей ""БЕЛАВА""","191681325","c9f0dca4","T3826-S0001","common"
"СЗАО ""ИЗОТОПНЫЕ ТЕХНОЛОГИИ""","101553117","3a1b3d9a","T4321-S0002","common"
"СЗАО ""ИЗОТОПНЫЕ ТЕХНОЛОГИИ""","101553117","9eca905a","T4321-S0003P","preferred"
"СЗАО ""ИМПЕТ""","100003261","49bf920a","T6144-S0001","common"
"СЗАО ""ЛадаГарант""","100934617","ee69af19","T2669-S0001","common"
"СЗАО ""ЛЕБОРТОВО""","190460554","f6ea435e","T3848-S0003","common"
"СЗАО ""ЛИПЛАСТ-СПб""","500015511","daea237e","T5635-S0001","common"
"СЗАО ""МВЗ""","790272543","a4511f5b","T3080-S0001","common"
"СЗАО ""М-ВИТРЕА""","690652374","62b96830","T2561-S0001","common"
"СЗАО ""Международный энергетический центр""","100718978","0d64b84f","T2988-S0001","common"
"СЗАО ""МогилевГАЗавтосервис""","790819154","db48d98b","T4370-S0001","common"
"СЗАО ""МолСлад""","490315507","5a6cb2c0","T4585-S0001","common"
"СЗАО ""Облхимсервис""","190761996","941a1f5d","T4174-S0001","common"
"СЗАО ""Отико""","100366972","aae62bdb","T4228-S0001","common"
"СЗАО ""ПОЛИМЕРТРАНС""","800015643","5e96f29f","T4959-S0001","common"
"СЗАО ""РиндиБел""","590750092","c189e4ac","T4489-S0001","common"
"СЗАО ""РУЭЛТА""","190606828","90e37fc2","T3684-S0001","common"
"СЗАО ""СД факториал Логистик""","690652440","31a8595b","T4379-S0001","common"
"СЗАО ""Серволюкс""","800000560","613f20c9","T5990-S0001","common"
"СЗАО ""СКАЛАНОВА""","191027159","1c1b3e7c","T5852-S0001","common"
"СЗАО ""ТДФ Экотех-Лань""","690653248","0d348424","T5683-S0001","common"
"СЗАО ""ТДФ Экотех-Северный""","191298253","cf3bc03c","T2726-S0001","common"
"СЗАО ""ТДФ Экотех-Снов""","690653235","80a9790c","T4848-S0001","common"
"СЗАО ""ТелДаФакс Экотех МН""","190872086","d45ebaae","T5605-S0001","common"
"СЗАО ""Торговый дом ""Летний сад""","190709212","08235535","T5732-S0001","common"
"СЗАО ""ФБА""","810000426","3d39e563","T4210-S0001","common"
"СЗАО ""ФЗП""","690656487","c55bd0b6","T4266-S0001","common"
"СЗАО ""ФИДМАШ""","800009795","6f4136ac","T3857-S0001","common"
"СЗАО ""Филтер""","690600663","e43c1ee1","-S0001","common"
"СЗАО ""Электромеханический завод""","600238802","566e16e4","T3812-S0001","common"
"СЗАО ""ЭНЕРГО-ОИЛ""","800011806","35312c49","T3957-S0001","common"
"СЗАО ""ЭстаБел""","590750077","7fb67056","T4487-S0001","common"
"Сипадан ЗАО","690367223","15d9573a","T5687-S0001","common"
"Слонимское ОАО ""Дом торговли""","500040954","eb776379","T1514-S0001","common"
"Слонимское ОАО ""Товары для дома ""","500040939","dc3b8503","T1513-S0001","common"
"Слуцк-МОДУЛЬ ОАО","600074992","1726e3ae","T2362-S0001","common"
"СМЗАО ""АРЕСА-СЕРВИС-СТРОЙ""","100935230","fab9cbea","T6104-S0003","common"
"СМ ОАО ""БЕЛЗАВОДСТРОЙ""","100017243","c9f5eabf","T0634-S0001","common"
"СОАО ""АТЭП-5""","100286240","56b8b77f","T0206-S0001","common"
"СОАО ""БелНордСтайл""","600033812","cc35b319","T0242-S0001","common"
"СОАО ""Беловежские сыры""","200193576","a4431bd2","T1016-S0001","common"
"СОАО ""Гомелькабель""","400052314","e5eec582","T1324-S0004","common"
"СОАО ""Коммунарка""","100088732","f5238a9d","T0689-S0003","common"
"СОАО ""Кровля""","700078647","30a4680a","T0274-S0001","common"
"СОАО ""Ляховичский молочный завод""","200069267","e3d93720","T0930-S0001","common"
"СОАО ""Минск-Лада""","100003417","2074fbb7","T0610-S0001","common"
"СОАО ""ПАРФЮМЕРНО-КОСМЕТИЧЕСКАЯ ФАБРИКА ""МОДУМ-НАША КОСМЕТИКА","100092830","6d7912b8","T0696-S0003","common"
"СОАО ""Речицапиво""","400016657","06167238","T2001-S0005","common"
"Солигорский завод технологического оборудования ЗАО","600122730","107636dd","T1747-S0002","common"
"СПАЙСЭКСИМТОРГ ЗАО","101428516","b305f791","T5798-S0001","common"
"СП ""АМИПАК""-ОАО","400054120","84401533","T1327-S0003","common"
"СП ""Веставто"", ОАО","200316502","826e699a","T1069-S0001","common"
