"name","unp","instrument_uuid","ticker","share_kind"
"ОАО ""БЕЛЭНЕРГОРЕМНАЛАДКА""","100345505","15d440a7","T2252-S0001","common"
"ОАО ""БЕЛЭНЕРГОСВЯЗЬ""","100135648","2d6a3765","T0724-S0001","common"
"ОАО ""БЕЛЭНЕРГОСНАБКОМПЛЕКТ""","100104659","f3b8932e","T0706-S0001","common"
"ОАО ""Белювелирторг""","100129348","50f2a714","T3215-S0001","common"
"ОАО ""Березастройматериалы""","200034522","1a7deace","T0900-S0001","common"
"ОАО ""Березовская машинно-технологическая станция""","200022293","4cb8e54b","T0869-S0004","common"
"ОАО ""Березовский комбикормовый завод""","200096911","57320f1f","T0233-S0004","common"
"ОАО ""Берёзовский КСИ""","200022939","f1b773fb","T0875-S0001","common"
"ОАО ""Березовский мясоконсервный комбинат""","200025739","5c64be7e","T0877-S0005","common"
"ОАО ""Березовское АТП""","200022663","67c6ed14","T0871-S0001","common"
"ОАО ""Берестейский пекарь""","200127089","2f8e253a","T4747-S0001","common"
"ОАО ""БЗАЛ""","200149838","4a5f5aa9","T3249-S0001","common"
"ОАО ""БЗЗЧ ""АВТАКО""","200150605","0d45dff1","T0975-S0003","common"
"ОАО ""БЗМП""","600125834","d6b70a38","T2838-S0001","common"
"ОАО ""БЗПИ""","600012297","f6be5631","T2346-S0001","common"
"ОАО ""БЗСП""","200167257","912dd094","T0983-S0004","common"
"ОАО ""БМЗ- управляющая компания холдинга ""БМК""","400074854","84b7628c","T2643-S0001","common"
"ОАО ""БМРЗ""","200022344","9de2858c","T0234-S0001","common"
"ОАО ""БНБ-Банк""","100513485","7b4fbd8f","BLNBN-S0016","common"
"ОАО ""БОБРОВО-АГРО"" Дубровенского района","300067656","8bb5045d","T3579-S0001","common"
"ОАО ""Бобруйская обувная фабрика""","700091993","81aa194b","T1918-S0001","common"
"ОАО ""Бобруйскбытмебель""","700337823","7d4c97d3","T2387-S0001","common"
"ОАО ""Бобруйскбытуслуги""","700088465","da175d68","T1907-S0001","common"
"ОАО ""Бобруйский завод КПД""","700016179","012180cf","T1836-S0001","common"
"ОАО ""Бобруйский завод растительных масел""","700067240","2f011fbf","T1885-S0003","common"
"ОАО ""Бобруйский кожевенный комбинат""","700068923","0292446c","T1893-S0001","common"
"ОАО ""Бобруйский машиностроительный завод""","700067266","60e74873","T1886-S0001","common"
"ОАО ""Бобруйскобщепит""","700090055","9d3fa92e","T1914-S0001","common"
"ОАО ""Бобруйсксельмаш""","790056159","e95c7f16","T1967-S0001","common"
"ОАО ""Бобруйсктрикотаж""","700091263","55eb3e17","T0238-S0005","common"
"ОАО ""Богдановское""","600019595","9c2c5e94","T3495-S0001","common"
"ОАО ""Богушевичи""","600036439","55ec3224","T3561-S0001","common"
"ОАО ""Большевик-Агро""","600061511","d4d34e5a","T3350-S0001","common"
"ОАО ""Большестрелковский""","400009853","287133c7","T4411-S0001","common"
"ОАО ""Борисовбытсервис""","600012016","0c6bdb5d","T3458-S0001","common"
"ОАО ""Борисовгрузавтотранс"" г.Борисов","600188372","b03debd5","T0239-S0001","common"
"ОАО ""Борисовдрев""","600012256","3353f9ef","BDREV-S0005","common"
"ОАО ""Борисовинтертранс""","600012108","eca73041","T1620-S0001","common"
"ОАО ""Борисовский авторемонтный завод""","600188571","5789b75c","T0241-S0001","common"
"ОАО ""Борисовский ДОК""","600012401","941b94f4","T2347-S0003","common"
"ОАО ""Борисовский завод полимерной тары ""Полимиз""","600012322","1bacafc8","T1623-S0001","common"
"ОАО ""Борисовский шпалопропиточный завод""","600012389","1cd51dc4","T3205-S0001","common"
"ОАО ""Борисовское агропромэнерго""","600030905","6d586197","T1671-S0001","common"
"ОАО ""Боровое-2003""","600112662","285045a6","T3750-S0001","common"
"ОАО ""БПА БЕЛСТРОЙИНДУСТРИЯ""","100234782","258736b6","T0746-S0001","common"
"ОАО ""БПХО""","200166488","7c515455","T3995-S0001","common"
"ОАО ""Брест-ВТИ""","200002340","e5fde98c","T0244-S0001","common"
"ОАО ""Брестжилпроект""","200215541","b09e3b09","T1029-S0001","common"
"ОАО ""Брестмаш""","200274559","7e2eed1d","T1057-S0001","common"
"ОАО ""Брестпроект""","200020247","06499e36","T0865-S0001","common"
"ОАО ""Брестская областная база ""Бакалея""","200014118","413d09d5","T0851-S0004","common"
"ОАО ""Брестский ЛВЗ ""Белалко""","200020127","63d5f868","T4736-S0001","common"
"ОАО ""Брестский мясокомбинат""","200020262","7e79b458","T0866-S0003","common"
"ОАО ""Брестский райагросервис""","200035054","0c9bf274","T0903-S0004","common"
"ОАО ""Брестский центральный универмаг""","200019441","ffb9823a","T0856-S0001","common"
"ОАО ""Брестский чулочный комбинат""","200007250","b4d5a403","T0166-S0001","common"
"ОАО ""Брестское мороженое""","290298676","6a609c8d","T1083-S0001","common"
"ОАО ""Брестское пиво""","200209849","fd3304b4","T1023-S0001","common"
"ОАО ""Брестхлебопродукт""","200127127","22eaf821","T0971-S0003","common"
"ОАО ""Бродец""","600036388","c0110999","T3562-S0001","common"
"ОАО ""БРТЗ""","200273907","92014dae","T1053-S0003","common"
"ОАО ""Буда-Кошелёво-агросервис""","400054133","56cdbcd5","T1328-S0001","common"
"ОАО ""Буевщина""","300033178","92dcdfc9","T3339-S0001","common"
"ОАО ""Булочно-кондитерская компания ""Домочай""","700036448","c6f0311a","T4784-S0001","common"
"ОАО ""Бумажная фабрика ""Спартак""","700032335","511f7d4a","T0246-S0003","common"
"ОАО ""Буровая компания ""Дельта""","400001679","40c9e484","T1250-S0001","common"
"ОАО ""Бытовые и полиграфические услуги ""Мстиславчанка""","700160772","f6ba014b","T4060-S0001","common"
"ОАО ""Бытуслуги г.Шклов""","700032031","b0daf37d","T4047-S0001","common"
"ОАО ""Быховрайбытуслуги""","700083369","2a68dd40","T4050-S0001","common"
"ОАО ""БЭЛЗ""","200007197","64376c0c","T0849-S0003","common"
"ОАО ""БЭМЗ""","200032892","d742d4c0","T0245-S0004","common"
"ОАО ""Валище""","200256305","ec2c3203","T5936-S0001","common"
"ОАО ""Ведренское-Агро""","300015774","29d82ba7","T3253-S0001","common"
"ОАО ""Великий Двор""","600022431","10668c80","T3661-S0001","common"
"ОАО ""Вертикаль""","600027313","99071615","T1669-S0001","common"
"ОАО ""ВЕРУС""","300061793","40cf94ce","T1174-S0006","common"
"ОАО ""Верховичский крахмальный завод""","200193428","a417c00a","T1014-S0001","common"
"ОАО ""Весейский Покров""","600043258","cc2850c7","T3423-S0001","common"
"ОАО ""Веста""","300200651","70fd9dea","T1224-S0001","common"
"ОАО ""Веста""","300200651","b2102f78","T1224-S0004P","preferred"
"ОАО ""Веста-Борисов""","600012029","992664ea","T3263-S0001","common"
"ОАО ""ВЗРД ""Монолит""","300050407","d0eeab9f","T2558-S0001","common"
"ОАО ""Видомлянское""","200193308","1585daf0","T1008-S0001","common"
"ОАО ""Викко""","300029572","59f223f0","T1137-S0001","common"
"ОАО ""Виктория-Агро""","600072178","87714df2","T3351-S0001","common"
"ОАО ""ВИЛЕЙСКИЙ РЕМОНТНЫЙ ЗАВОД""","600102170","ac7c402e","T1733-S0001","common"
"ОАО ""Винец""","200022410","abc76f86","T4393-S0001","common"
"ОАО ""ВИНКТЕХ ЛТ""","690660493","a0db1aff","T6090-S0001","common"
"ОАО ""ВИПЦ""","300125159","497694a5","T1212-S0001","common"
"ОАО ""ВИСТАН""","300029332","56cb7aa0","T3340-S0001","common"
"ОАО ""Витавтоматика""","300029095","8e41f180","T1130-S0001","common"
"ОАО ""Витебск-Белпромкультура""","300000278","4ec0c9eb","T1089-S0001","common"
"ОАО ""Витебскдрев""","300187428","f4243a2f","T0369-S0001","common"
"ОАО ""Витебские ковры""","300082076","c72add2d","T1205-S0001","common"
"ОАО ""Витебский МЭЗ""","300031680","d7ab7a53","T2299-S0004","common"
"ОАО ""Витебский облагросервис""","390286573","eaf19e80","T1245-S0003","common"
"ОАО "" Витебский универмаг""","300200161","8b8683a0","T1218-S0001","common"
"ОАО ""Витебский Хозторг""","300200544","ea33ca6c","T1222-S0001","common"
"ОАО ""Витебсклес""","300029146","63e3fc1a","T2297-S0003","common"
"ОАО ""Витебскмясомолпром""","300029118","4c53767f","T2296-S0001","common"
"ОАО ""Витебскоблавтотранс""","300029557","3acf657e","T3264-S0001","common"
"ОАО ""Витебскторгстрой""","300149316","8699669f","T1214-S0003","common"
"ОАО ""Витко-Агро""","600043245","73a26757","T3436-S0001","common"
"ОАО ""ВИТМИЛ""","300048156","5896a679","T1154-S0001","common"
"ОАО ""ВитТоргПроект""","300354771","0da7f60d","T1230-S0001","common"
"ОАО ""Вишневецкий-агро""","600022444","7d253273","T3682-S0001","common"
"ОАО ""ВМРЗ""","300001922","5ed69c65","T1095-S0001","common"
"ОАО ""Волковысский мясокомбинат""","500010152","410aacba","T1440-S0004","common"
"ОАО""Волковысское РСП №1""","500042176","bfc897cf","T2333-S0001","common"
"ОАО ""ВолМет"" г.Волковыск","500173502","5f0e519e","T1581-S0001","common"
"ОАО ""Володарский""","700083328","819a2e84","T5410-S0001","common"
"ОАО ""Воложинский льнокомбинат""","600018042","b7dfeab3","T1647-S0001","common"
"ОАО ""Воронино""","700084868","530eadd4","T4906-S0001","common"
"ОАО ""Вороновская сельхозтехника""","500007686","53ca80a4","T4401-S0001","common"
"ОАО ""Восток-Чирино""","300067592","be33af9b","T3459-S0001","common"
"ОАО ""ВОСХОД""","100233758","6d209397","T0745-S0001","common"
"ОАО ""Восход-Агро""","600027793","26c61f59","T3352-S0001","common"
"ОАО ""ВПЗ""","300048171","24f29a75","T1155-S0001","common"
"ОАО ""Газпром трансгаз Беларусь""","100219778","0f588e14","T0738-S0001","common"
"ОАО ""ГАЛАНТЭЯ""","100120113","dbef590c","T0713-S0001","common"
"ОАО ""Гамма вкуса""","600123341","a54bccf9","T2691-S0001","common"
"ОАО ""ГАП - 4"" г.Барановичи","200167522","963c2976","T0988-S0003","common"
"ОАО ""ГАРАНТ-СЕРВИС""","200364537","acbdbed1","T1071-S0003","common"
"ОАО ""Гастелловское""","600041944","b48ebd0d","T1689-S0001","common"
"ОАО ""ГАСТРОНОМ ""МОСКОВСКИЙ""","101174567","265678a6","T0810-S0004","common"
"ОАО ""Гвозница""","200078898","30507176","T5903-S0001","common"
"ОАО ""Герой""","300067510","8242cc58","T3601-S0001","common"
"ОАО ""Герой""","300067510","041a05a0","T3601-S0002P","preferred"
"ОАО ""ГЗСиУ""","400051810","795a1fdb","T3136-S0001","common"
"ОАО ""ГИАП""","500028540","3195a0ae","T0253-S0001","common"
"ОАО ""Гидросельмаш"" г.Пинск","200250853","f904e40e","T1042-S0001","common"
"ОАО ""Гипросвязь""","100230534","dac9aa89","T6110-S0001","common"
"ОАО ""ГКБ ""Луч""","400068368","967975ec","T4690-S0001","common"
"ОАО ""ГЛЗ ""ЦЕНТРОЛИТ""","400069522","7bdfe20e","T3170-S0001","common"
"ОАО ""Глусские Бытуслуги""","700100608","7b8ba0c0","T4083-S0001","common"
"ОАО ""ГМЗ""","500013376","23c60819","T0252-S0001","common"
"ОАО ""ГМРЗ""","400234911","fadc6536","T1408-S0001","common"
"ОАО ""Гольшанский крахмальный завод""","500173079","e0294fb3","T1580-S0001","common"
"ОАО ""Гомельагрокомплект""","400047886","7270ce25","T1313-S0001","common"
"ОАО ""Гомельагротранс""","400021458","ca048a1e","T3101-S0001","common"
"ОАО ""Гомельагроэнергосервис""","400068169","64441c46","T1344-S0001","common"
"ОАО ""ГомельАТЭП""","400063565","7584cf8f","T0185-S0003","common"
"ОАО ""Гомельдрев""","400021353","cdf1b4d8","T0249-S0009","common"
"ОАО ""Гомельжелезобетон""","400069589","5ef6efa8","T1349-S0001","common"
"ОАО ""Гомельжилпроект""","400022625","30361100","T1286-S0001","common"
"ОАО ""Гомельоблавтотранс""","400095349","e2863cee","T2577-S0001","common"
"ОАО ""Гомельоблагросервис""","490314169","0fa2ee0c","T1428-S0001","common"
"ОАО ""Гомельоблреклама""","400071204","bdd7dda5","T4028-S0001","common"
"ОАО ""Гомельпромбурвод""","400073250","c1a3a40c","T0250-S0001","common"
"ОАО ""Гомельремстрой""","490083924","b892bb21","T1417-S0001","common"
"ОАО ""Гомельская мебельная фабрика ""Прогресс""","400078768","af7d9659","T1372-S0001","common"
"ОАО ""Гомельский белково-жировой завод""","400047845","9253c212","T4340-S0001","common"
"ОАО ""Гомельский ДСК""","400071166","7e73efd0","T1352-S0003","common"
"ОАО ""Гомельский завод ""Импульс""","400047620","6b89ba77","T4027-S0001","common"
"ОАО ""Гомельский ликеро-водочный завод ""Радамир""","400078316","08248ad3","T4235-S0001","common"
"ОАО ""Гомельский мясокомбинат""","400078293","e71046b0","T1367-S0001","common"
"ОАО ""Гомельский специализированный комбинат""","400082389","9f5a02da","T1375-S0001","common"
"ОАО ""Гомельский химический завод""","400069905","0e8751b5","T2317-S0001","common"
"ОАО ""Гомельский центр восточных единоборств""","490176345","6da76206","T4389-S0001","common"
"ОАО ""Гомельский ЭМЗ""","400069507","f79507a1","T3226-S0001","common"
"ОАО ""Гомельское ПО ""Кристалл"" - управляющая компания холдинга ""КРИСТАЛЛ-ХОЛДИНГ""","400078252","aa3d93aa","T3188-S0001","common"
"ОАО ""Гомельстекло""","400051823","34fc1d9d","T1320-S0007","common"
"ОАО ""Гомельстройматериалы""","400051892","c1fad26e","T0167-S0005","common"
"ОАО ""Гомельторгавтотранс""","400095507","ebf50476","T1398-S0001","common"
"ОАО ""Гомельторгмаш""","400069563","aa4ecd99","T4739-S0001","common"
"ОАО ""Гомельторгтехника""","400069576","6c19f403","T4725-S0001","common"
"ОАО ""Гомельтранснефть Дружба""","400051494","28b518cb","T3265-S0001","common"
"ОАО ""Гомельхимсервис""","400010620","84ddadf0","T1265-S0004","common"
"ОАО ""Гомельхлебопродукт""","400010980","63e1d1e3","T1268-S0001","common"
"ОАО ""Горбаха""","200076017","9aef2f94","T5927-S0001","common"
"ОАО ""Горецкое""","700100942","5ebe46d9","T3533-S0001","common"
"ОАО ""Горизонт-ТВ""","790058904","c42ec736","T1968-S0001","common"
"ОАО ""Городец-агро""","200224866","e46f9571","T1033-S0001","common"
"ОАО ""Городилово""","600027885","f03409d5","T3405-S0001","common"
"ОАО ""Горынский комбинат строительных материалов""","291161560","9639c078","T4667-S0001","common"
"ОАО ""Гостиница ""Могилев""","700297857","bcd0e725","T3141-S0001","common"
"ОАО ""ГОСТИНИЦА ПЛАНЕТА""","100135173","f15c65bf","T0721-S0001","common"
"ОАО ""Гостиничный комплекс ""Жлобин""","490898232","bedb7a54","T3872-S0001","common"
"ОАО ""ГОТТЦ ""Гарант""","500044457","ed0456ba","T1529-S0001","common"
"ОАО ""Гранд Фэшен Хаус""","290671335","c692fd68","T2405-S0001","common"
"ОАО ""Гранит-Агро""","500055866","768d4b47","T5938-S0001","common"
"ОАО ""Грицевичи""","600123617","c1a2a3f4","T3367-S0001","common"
"ОАО ""Грицкевичи""","600032168","568cae3f","T3606-S0001","common"
"ОАО ""Гродненская обувная фабрика ""Неман""""","500055230","4ab9ac80","T1551-S0001","common"
"ОАО ""Гродненская табачная фабрика ""Неман""","500047627","05ddad4a","Tabak-S0001","common"
"ОАО ""Гродненский ликеро-водочный завод""","500037786","122dc51a","T4238-S0001","common"
"ОАО ""Гродненский мясокомбинат""","500043292","4642eded","T1528-S0005","common"
"ОАО ""Гродненский стеклозавод""","500028711","47c2566c","T1480-S0001","common"
"ОАО ""Гродноавтосервис""","500034363","9e40a89c","T1494-S0001","common"
"ОАО ""Гродно Азот""","500036524","cea458e5","T2329-S0001","common"
"ОАО ""ГродноАТЭП""","590001313","2fed21d0","T1598-S0003","common"
"ОАО ""Гродногазстройизоляция""","500013904","feb74850","T1451-S0001","common"
"ОАО ""Гродножелезобетон""","500463165","173c8eb8","T1593-S0001","common"
"ОАО ""Гродножилстрой""","500013575","85ae9640","Gr_ZS-S0003","common"
"ОАО ""Гродномонтажавтоматика""","500034496","2b237aaa","T1499-S0001","common"
"ОАО ""Гроднопромстрой""","500036537","7936469f","T1502-S0001","common"
"ОАО ""Гроднопромтехника""","500030475","78bd719a","T1487-S0001","common"
"ОАО ""Гроднорайагросервис""","500030462","3180ebff","T2327-S0001","common"
"ОАО ""Гродноторгреклама""","500034414","d59e7915","T1498-S0001","common"
"ОАО ""Гродноторгстрой""","500055271","d75501df","T1553-S0001","common"
"ОАО ""Гроднохлебпром""","500024239","44fd77ae","T4759-S0001","common"
"ОАО ""Гродторгмаш""","500059647","102cb0a3","GZTM-S0001","common"
"ОАО ""Группа компаний ""Полесьежилстрой""","291082287","440ea4ac","T4193-S0001","common"
"ОАО ""ГСКБ""","200244964","b1d5e143","T1039-S0001","common"
"ОАО ""ГУМ""","100063737","5a34eae7","T0674-S0003","common"
"ОАО ""Дабрабыт""","600031478","cce14a05","T1674-S0004","common"
"ОАО ""ДАНКО""","300003330","edb0970b","T1097-S0001","common"
"ОАО ""Данукалова-Агро""","300004166","83bef035","T3413-S0001","common"
"ОАО ""Дворецкий""","200173013","52cd2972","T5953-S0001","common"
"ОАО ""Дворец труда - Агро""","300016145","23a8d5d1","T3254-S0001","common"
"ОАО ""Д-Г ЭМЗ""","200211944","1067ab4f","T1026-S0004","common"
"ОАО ""Деменец""","300006618","a109ebc9","T3637-S0001","common"
"ОАО ""Дербин""","400008035","9c4fbb45","T4085-S0001","common"
"ОАО ""Деревное""","600014473","bfb6075f","T3570-S0001","common"
"ОАО ""Детский мир РТ""","500024772","77f03bed","T1474-S0001","common"
"ОАО ""Дзержинская швейная фабрика ""ЭЛИЗ""","600005572","98429524","T1609-S0001","common"
"ОАО ""Дзержинское агропромэнерго""","600113087","a6c92d8f","T1740-S0001","common"
"ОАО ""Дзержинское домостроительное управление""","600005664","9fadbdab","T1610-S0001","common"
"ОАО ""Диалог-Гомель""","400092988","02e7fff8","T3255-S0001","common"
"ОАО ""Днепро-Бугское""","200043173","bd19eda4","T0918-S0003","common"
"ОАО ""Добрица""","690026647","ed15e542","T3290-S0001","common"
"ОАО ""Добрушский комбинат бытового обслуживания""","400003508","54da8e88","T1251-S0001","common"
"ОАО ""Доваторский""","300033152","5f047f2c","T3282-S0001","common"
"ОАО ""Доломит""","300200623","a5fef978","T2304-S0001","common"
"ОАО ""Дом торговли""","300058954","ae15881f","T1167-S0001","common"
"ОАО ""Дом торговли Новополоцка""","300041243","291afaba","T1145-S0001","common"
"ОАО ""ДОМ ТОРГОВЛИ ""СВИСЛОЧЬ""","100079632","1db4baac","T0686-S0001","common"
"ОАО ""Дорожный""","400332850","50b1173c","T1412-S0001","common"
"ОАО ""ДОРОРС""","100065331","219d20a6","T3083-S0001","common"
"ОАО ""Дорстройиндустрия""","100211220","764208ef","T3250-S0001","common"
"ОАО ""Дорстроймонтажтрест""","100468835","5972f573","T3252-S0001","common"
"ОАО ""Достоево""","200075513","55cf3949","T5904-S0001","common"
"ОАО ""ДПТК""","200101299","305a3d4e","T0957-S0003","common"
"ОАО ""Друйский""","300060225","eb26ecfe","T4032-S0001","common"
"ОАО ""Друцк-АГРО""","300011661","56f0d0eb","T3401-S0001","common"
"ОАО ""ДСТ № 2,г.Гомель""","400022426","92d7c9b8","T1284-S0004","common"
"ОАО ""ДСТ № 3""","700049607","19fa6859","T2375-S0002","common"
"ОАО ""ДСТ № 4 г.Брест""","200274482","3957ca19","T1055-S0002","common"
"ОАО ""ДСУ - 45, г.Витебск""","390150694","9ce4cf03","T1242-S0001","common"
"ОАО ""Дубровенский райагросервис""","300067444","5901a5ae","T1184-S0004","common"
"ОАО ""Д-Эмбрэйс""","200100371","fd8b6e65","T0265-S0005","common"
"ОАО ""Дяковичи""","491084703","d686f599","T5327-S0001","common"
"ОАО ""Дятловский ликёро-водочный завод ""Алгонь""","500055215","74593e43","T5353-S0001","common"
"ОАО ""ЕВРОАТРА""","100922640","7ee7c83c","T0792-S0003","common"
"ОАО ""Жабинковский""","200038303","8d3d0cb4","T3266-S0001","common"
"ОАО ""Жабинковский комбикормовый завод""","200037613","576e3c7b","T2281-S0001","common"
"ОАО ""Жатерево""","600014432","34d0d2f8","T3594-S0001","common"
"ОАО ""Жвиранка""","300033203","63a0803e","T3283-S0001","common"
"ОАО ""Жеребковичи""","200058414","97307017","T5933-S0001","common"
"ОАО ""ЖИВИНКА""","100297129","be296055","T0757-S0001","common"
"ОАО ""Жилстрой""","300270521","bdfb3d0b","T1229-S0005","common"
"ОАО ""Житковичихимсервис""","490493318","75819b77","T1432-S0001","common"
"ОАО ""Житковичлес""","400049968","c482665b","T2788-S0004","common"
"ОАО ""Житковичский моторостроительный завод""","400049955","772c9853","T1315-S0001","common"
"ОАО ""ЖКФМ""","400075478","15afba3a","T1362-S0001","common"
"ОАО ""Жлобинмебель""","400075095","670a1a0d","T0258-S0001","common"
"ОАО ""Жлобинсельхозхимия""","490904356","fc1be85f","T4009-S0001","common"
"ОАО ""Жлобинское АТП""","400075465","adbdfdba","T1361-S0001","common"
"ОАО ""Жодинский торговый центр""","600039055","1e7031a0","T3322-S0001","common"
"ОАО ""Заболотский""","600020893","11ebcf76","T3394-S0001","common"
"ОАО ""Заболотье-агростандарт""","700021684","59ec6272","T3607-S0001","common"
"ОАО ""Забудова""","600042619","1c0011f0","T2355-S0001","common"
"ОАО ""Забудова""","600042619","3b6e2c32","T2355-S0002P","preferred"
"ОАО ""Забудова""","600042619","b589038b","T2355-S0003P","preferred"
"ОАО ""Забудова-строй""","101472731","0fcf9154","T0815-S0002","common"
"ОАО ""Забудова-строй""","101472731","64e0fbe9","T0815-S0003P","preferred"
"ОАО ""Забудова-торг""","600443007","afbef2e5","T1786-S0003","common"
"ОАО ""Забудова-торг""","600443007","9c9db07e","T1786-S0004P","preferred"
"ОАО ""ЗАВОД ""БЕЛПЛАСТ""","100008342","793e3fd4","T0621-S0001","common"
"ОАО ""Завод горного воска""","600125053","da122a14","T0259-S0003","common"
"ОАО ""Завод керамзитового гравия г.Новолукомль""","300015958","15e75699","T1114-S0001","common"
"ОАО ""ЗАВОД ПРОМБУРВОД""","100016923","57b82541","T0633-S0003","common"
"ОАО ""Завод Рембыттехника""","600153255","591a11d3","T1764-S0001","common"
"ОАО ""ЗАВОД СБОРНОГО ЖЕЛЕЗОБЕТОНА N1""","100028892","3ef0c96a","T0644-S0001","common"
"ОАО ""Завод сборного железобетона"" г. Барысаў","600012496","dd2c824e","T2348-S0001","common"
"ОАО ""ЗАВОДСКОЙ РАЙПИЩЕТОРГ""","100103703","f5267c40","T0704-S0001","common"
"ОАО ""Завод ""ЭВИСТОР""","300149331","a4513bab","T4078-S0001","common"
"ОАО ""ЗАВОД ""ЭЛЕКТРОНМАШ""","100074444","4bfef5b4","T4833-S0001","common"
"ОАО ""Завод Этон""","300008266","dbb3a8ac","T1105-S0001","common"
"ОАО ""Заднепровский межрайагросервис""","700010418","50df4503","T1820-S0001","common"
"ОАО ""Заднепровье""","700048575","8964d649","T2374-S0003","common"
"ОАО ""Задровье""","300008996","50a0533e","T3341-S0001","common"
"ОАО ""Залужье""","600028774","be0a7059","T3386-S0001","common"
"ОАО ""За мир""","200035848","d417fd64","T2552-S0001","common"
"ОАО ""Замосточанское""","300013756","34c11470","T3241-S0001","common"
"ОАО ""Занарочанский""","600057638","cc8e51cf","T3447-S0001","common"
"ОАО ""Заостровечье""","600123538","e0c19097","T3497-S0001","common"
"ОАО ""ЗАПАДЭЛЕКТРОСЕТЬСТРОЙ""","100119877","98cd85de","T0710-S0001","common"
"ОАО ""Запольское""","600011908","702d6ab6","T3961-S0001","common"
"ОАО ""Заря-Агро""","200073309","8bb59b45","T5359-S0001","common"
"ОАО ""Засковичи""","600027844","bdeaebb9","T3425-S0001","common"
"ОАО ""ЗАСЛАВЛЬБУРВОД""","600012787","cd9eba6c","T1624-S0001","common"
"ОАО ""Заславльстройиндустрия""","600021343","926f6f6e","T1654-S0001","common"
"ОАО ""Звезда""","490315180","e868d9b1","T4689-S0001","common"
"ОАО ""Знамя индустриализации""","300200360","a1326c99","T1220-S0005","common"
"ОАО ""Знамя Победы Агро""","300085751","db4bfa85","T3179-S0001","common"
"ОАО ""Золотая подкова""","300020547","16ff537a","T3353-S0001","common"
"ОАО ""ЗОРИНА""","100230639","81b21a6a","T0743-S0001","common"
"ОАО ""Ивановский райагросервис""","200073194","88d047cb","T0933-S0005","common"
"ОАО ""Иванский - Агро""","300016117","203f4948","T3256-S0001","common"
"ОАО ""Ивацевичдрев""","200100328","0d2efb7a","T0956-S0001","common"
"ОАО ""Ивацевичи-агрохимсервис""","200099579","cbc71ccf","T0954-S0001","common"
"ОАО ""Ивацевичистройпроект""","200101403","14ceed60","T3963-S0001","common"
"ОАО ""Игнатичи""","600041893","0e48c765","T3218-S0001","common"
"ОАО ""Изоляция""","200314418","ef46a6b0","T1068-S0001","common"
"ОАО ""Ильюшинский""","300006633","ff8208af","T3582-S0001","common"
"ОАО ""Имени К.И.Шаплыко""","600020865","6252061b","T3365-S0001","common"
"ОАО ""Именинский""","200098493","21d936f0","T5946-S0001","common"
"ОАО имени Скворцова и Майорова","600028825","bb1ae711","T3406-S0001","common"
"ОАО ""Инвет""","300062307","48d53951","Invet-S0004","common"
"ОАО ""Индустрия Капитал""","193979233","3788eb61","T9409-S0001","common"
"ОАО ""Институт БЕЛОРГСТАНКИНПРОМ""","100088758","6ddc613b","T3075-S0001","common"
"ОАО ""Институт ""Гомельагропромпроект""","400062967","a7559292","T1337-S0001","common"
"ОАО ""Институт Гомельгражданпроект""","400011073","d0456a0e","T4697-S0001","common"
"ОАО ""Институт ""Гродногипрострой""","500157772","27e0a6d6","T0190-S0001","common"
"ОАО ""ИНСТИТУТ ""МИНСКГРАЖДАНПРОЕКТ""""","600013280","9d563425","T1633-S0001","common"
"ОАО ""Институт ""Могилевгражданпроект""","700014773","06497624","T1828-S0001","common"
"ОАО ""ИнТриз""","200019375","5fe47e7f","T2270-S0003","common"
"ОАО ""Исерно""","600043378","c831c37d","T3202-S0001","common"
"ОАО ""Искож""","200250840","9b1e4874","T0313-S0001","common"
"ОАО ""ИСПЫТАНИЯ И СЕРТИФИКАЦИЯ БЫТОВОЙ И ПРОМЫШЛЕННОЙ ПРОДУКЦИИ ""БЕЛЛИС""","100083399","f849c9e9","T0688-S0001","common"
"ОАО ""Каганец""","600014445","68f9b184","T3597-S0001","common"
"ОАО ""Калинковичиторг""","490179303","1fe302dd","T3242-S0001","common"
"ОАО ""Калинковичихлебопродукт""","400055395","2b641e06","T1330-S0009","common"
"ОАО ""Калинковичский завод ЖБИ""","400055420","b535972c","T3086-S0001","common"
"ОАО ""Калинковичский мясокомбинат""","400023328","b0f93b69","T1288-S0005","common"
"ОАО ""Камайский-АГРО""","300077290","a98339fe","T3342-S0001","common"
"ОАО ""КАМВОЛЬ""","100074393","48d3a422","T0263-S0005","common"
"ОАО ""Капличи""","400054807","cf8b146e","T4339-S0001","common"
"ОАО ""КБР-УКХ-СР""","190699027","8880dea1","T3257-S0001","common"
"ОАО ""Квасевичи""","200103738","4446a175","T5948-S0001","common"
"ОАО ""Керамика""","300000303","4721c067","T0266-S0001","common"
"ОАО ""КЕРАМИН""","100297103","53c68422","T0267-S0003","common"
"ОАО ""Кидма тек""","191607211","ffc2f1ed","-S0001","common"
"ОАО ""Кирмаш""","400396898","96ed47b1","T4054-S0001","common"
"ОАО ""Клецкий комбикормовый завод""","600165936","b36f10f4","T0268-S0003","common"
"ОАО ""Климовичский КХП""","700103252","9a4e2df4","T0269-S0007","common"
"ОАО ""Климовичский ликеро-водочный завод""","700103211","08671a44","T4783-S0001","common"
"ОАО ""Климовичский Мир ТВ""","790197995","8e7d3a77","T4710-S0001","common"
